DateTime;Load Consumption
01.01.2021 0:00;22,02
01.01.2021 0:05;21,88
01.01.2021 0:10;22,46
01.01.2021 0:15;22,34
01.01.2021 0:20;21,17
01.01.2021 0:25;20,98
01.01.2021 0:30;20,94
01.01.2021 0:35;21,46
01.01.2021 0:40;20,82
01.01.2021 0:45;20,9
01.01.2021 0:50;21,08
01.01.2021 0:55;20,85
01.01.2021 1:00;20,51
01.01.2021 1:05;21,26
01.01.2021 1:10;21,22
01.01.2021 1:15;21,33
01.01.2021 1:20;21,39
01.01.2021 1:25;20,41
01.01.2021 1:30;20,98
01.01.2021 1:35;20,78
01.01.2021 1:40;20,56
01.01.2021 1:45;20,27
01.01.2021 1:50;20,17
01.01.2021 1:55;21,07
01.01.2021 2:00;22,03
01.01.2021 2:05;20,49
01.01.2021 2:10;20,66
01.01.2021 2:15;20,7
01.01.2021 2:20;21,01
01.01.2021 2:25;20,42
01.01.2021 2:30;20,58
01.01.2021 2:35;21,09
01.01.2021 2:40;20,87
01.01.2021 2:45;20,34
01.01.2021 2:50;20,05
01.01.2021 2:55;20,14
01.01.2021 3:00;20,34
01.01.2021 3:05;20,78
01.01.2021 3:10;19,78
01.01.2021 3:15;19,78
01.01.2021 3:20;20,1
01.01.2021 3:25;20,51
01.01.2021 3:30;19,41
01.01.2021 3:35;19,87
01.01.2021 3:40;19,79
01.01.2021 3:45;19,97
01.01.2021 3:50;19,85
01.01.2021 3:55;19,36
01.01.2021 4:00;19,31
01.01.2021 4:05;20,28
01.01.2021 4:10;20,8
01.01.2021 4:15;20,02
01.01.2021 4:20;19,99
01.01.2021 4:25;19,89
01.01.2021 4:30;20,1
01.01.2021 4:35;19,82
01.01.2021 4:40;20,24
01.01.2021 4:45;20,19
01.01.2021 4:50;20,04
01.01.2021 4:55;20,58
01.01.2021 5:00;20,59
01.01.2021 5:05;20,83
01.01.2021 5:10;21,01
01.01.2021 5:15;22,2
01.01.2021 5:20;20,9
01.01.2021 5:25;21,02
01.01.2021 5:30;20,99
01.01.2021 5:35;21,17
01.01.2021 5:40;21,16
01.01.2021 5:45;21,17
01.01.2021 5:50;20,99
01.01.2021 5:55;20,84
01.01.2021 6:00;21,3
01.01.2021 6:05;21,03
01.01.2021 6:10;21,28
01.01.2021 6:15;21,55
01.01.2021 6:20;22,07
01.01.2021 6:25;21,37
01.01.2021 6:30;21,04
01.01.2021 6:35;19,72
01.01.2021 6:40;19,67
01.01.2021 6:45;19,92
01.01.2021 6:50;21,75
01.01.2021 6:55;23,58
01.01.2021 7:00;23,96
01.01.2021 7:05;23,72
01.01.2021 7:10;23,29
01.01.2021 7:15;23,38
01.01.2021 7:20;24,74
01.01.2021 7:25;26,25
01.01.2021 7:30;24,4
01.01.2021 7:35;23,07
01.01.2021 7:40;23,03
01.01.2021 7:45;23,3
01.01.2021 7:50;22,94
01.01.2021 7:55;24,21
01.01.2021 8:00;24,46
01.01.2021 8:05;24,05
01.01.2021 8:10;22,82
01.01.2021 8:15;22,92
01.01.2021 8:20;23,49
01.01.2021 8:25;24
01.01.2021 8:30;23,23
01.01.2021 8:35;23,03
01.01.2021 8:40;23,17
