"DateTime";"Load Consumption"
"2020-07-02 13:00:00";15,15
"2020-07-02 13:05:00";17,95
"2020-07-02 13:15:00";15,36
"2020-07-02 13:20:00";14,71
"2020-07-02 13:25:00";13,45
"2020-07-02 13:30:00";13,47
"2020-07-02 13:35:00";12,79
"2020-07-02 13:40:00";13,04
"2020-07-02 13:45:00";13,91
"2020-07-02 13:50:00";16,08
"2020-07-02 13:55:00";17,29
"2020-07-02 14:00:00";16,5
"2020-07-02 14:05:00";15,1
"2020-07-02 14:10:00";13,93
"2020-07-02 14:15:00";14,08
"2020-07-02 14:20:00";13,85
"2020-07-02 14:25:00";14,13
"2020-07-02 14:30:00";14,54
"2020-07-02 14:35:00";13,6
"2020-07-02 14:40:00";13,61
"2020-07-02 14:45:00";15,17
"2020-07-02 14:50:00";13,57
"2020-07-02 14:55:00";13,46
"2020-07-02 15:00:00";13,72
"2020-07-02 15:05:00";13,02
"2020-07-02 15:10:00";12,81
"2020-07-02 15:15:00";14,51
"2020-07-02 15:20:00";13,3
"2020-07-02 15:25:00";13,56
"2020-07-02 15:30:00";13,72
"2020-07-02 15:35:00";13,57
"2020-07-02 15:40:00";13,87
"2020-07-02 15:45:00";13,16
"2020-07-02 15:50:00";15,28
"2020-07-02 15:55:00";13,48
"2020-07-02 16:00:00";13,25
"2020-07-02 16:05:00";15,34
"2020-07-02 16:10:00";13,49
"2020-07-02 16:15:00";13,58
"2020-07-02 16:20:00";16,52
"2020-07-02 16:25:00";13,73
"2020-07-02 16:30:00";15,26
"2020-07-02 16:35:00";13,23
"2020-07-02 16:40:00";13,88
"2020-07-02 16:45:00";10,99
"2020-07-02 16:50:00";11,97
"2020-07-02 16:55:00";13,42
"2020-07-02 17:00:00";13,19
"2020-07-02 17:05:00";15,06
"2020-07-02 17:10:00";14,78
"2020-07-02 17:15:00";13,98
"2020-07-02 17:20:00";12,82
"2020-07-02 17:25:00";12,99
"2020-07-02 17:30:00";13,06
"2020-07-02 17:35:00";13,72
"2020-07-02 17:40:00";13,47
"2020-07-02 17:45:00";13,64
"2020-07-02 17:50:00";13,24
"2020-07-02 17:55:00";13,36
"2020-07-02 18:00:00";13,23
"2020-07-02 18:05:00";12,23
"2020-07-02 18:10:00";12,39
"2020-07-02 18:15:00";14,69
"2020-07-02 18:20:00";13,18
"2020-07-02 18:25:00";13,49
"2020-07-02 18:30:00";13,48
"2020-07-02 18:35:00";15,25
"2020-07-02 18:40:00";13,77
"2020-07-02 18:45:00";13,72
"2020-07-02 18:50:00";13,93
"2020-07-02 18:55:00";14,19
"2020-07-02 19:00:00";16,74
"2020-07-02 19:05:00";20,74
"2020-07-02 19:10:00";15,6
"2020-07-02 19:15:00";15,39
"2020-07-02 19:20:00";16,43
"2020-07-02 19:25:00";16,71
"2020-07-02 19:30:00";18,12
"2020-07-02 19:35:00";17,62
"2020-07-02 19:40:00";15,29
"2020-07-02 19:45:00";19,72
"2020-07-02 19:50:00";18,28
"2020-07-02 19:55:00";21
"2020-07-02 20:00:00";21,29
"2020-07-02 20:05:00";20,28
