"DateTime";"Load Consumption"
"2017-09-23 00:00:00";17,45
"2017-09-23 00:05:00";17,45
"2017-09-23 00:10:00";17,15
"2017-09-23 00:15:00";16,59
"2017-09-23 00:20:00";16,55
"2017-09-23 00:25:00";16,81
"2017-09-23 00:30:00";18
"2017-09-23 00:35:00";17,6
"2017-09-23 00:40:00";17,54
"2017-09-23 00:45:00";16,68
"2017-09-23 00:50:00";15,93
"2017-09-23 00:55:00";16,36
"2017-09-23 01:00:00";16,97
"2017-09-23 01:05:00";16,96
"2017-09-23 01:10:00";17,06
"2017-09-23 01:15:00";16,41
"2017-09-23 01:20:00";16,2
"2017-09-23 01:25:00";17,12
"2017-09-23 01:30:00";16,29
"2017-09-23 01:35:00";15,59
"2017-09-23 01:40:00";17,02
"2017-09-23 01:45:00";16,29
"2017-09-23 01:50:00";16,48
"2017-09-23 01:55:00";16,65
"2017-09-23 02:00:00";16,76
"2017-09-23 02:05:00";16,63
"2017-09-23 02:10:00";15,76
"2017-09-23 02:15:00";16,18
"2017-09-23 02:20:00";15,94
"2017-09-23 02:25:00";16,31
"2017-09-23 02:30:00";17,23
"2017-09-23 02:35:00";16,63
"2017-09-23 02:40:00";17,46
"2017-09-23 02:45:00";16,65
"2017-09-23 02:50:00";15,17
"2017-09-23 02:55:00";14,62
"2017-09-23 03:00:00";14,98
"2017-09-23 03:05:00";14,7
"2017-09-23 03:10:00";14,61
"2017-09-23 03:15:00";14,99
"2017-09-23 03:20:00";15,09
"2017-09-23 03:25:00";15,07
"2017-09-23 03:30:00";14,74
"2017-09-23 03:35:00";15,14
"2017-09-23 03:40:00";15,82
"2017-09-23 03:45:00";15,23
"2017-09-23 03:50:00";15,36
"2017-09-23 03:55:00";15,74
"2017-09-23 04:00:00";15,2
"2017-09-23 04:05:00";15,02
"2017-09-23 04:10:00";14,85
"2017-09-23 04:15:00";14,32
"2017-09-23 04:20:00";14,37
"2017-09-23 04:25:00";14,44
"2017-09-23 04:30:00";14,53
"2017-09-23 04:35:00";15,34
"2017-09-23 04:40:00";16,72
"2017-09-23 04:45:00";15,07
"2017-09-23 04:50:00";14,52
"2017-09-23 04:55:00";14,63
"2017-09-23 05:00:00";14,63
"2017-09-23 05:05:00";15,43
"2017-09-23 05:10:00";14,9
"2017-09-23 05:15:00";16,63
"2017-09-23 05:20:00";18,77
"2017-09-23 05:25:00";18,78
"2017-09-23 05:30:00";18,91
"2017-09-23 05:35:00";18,96
"2017-09-23 05:40:00";18,54
"2017-09-23 05:45:00";18,02
"2017-09-23 05:50:00";17,36
"2017-09-23 05:55:00";16,96
"2017-09-23 06:00:00";16,73
"2017-09-23 06:05:00";14,83
"2017-09-23 06:10:00";14,25
"2017-09-23 06:15:00";14,21
"2017-09-23 06:20:00";13,48
"2017-09-23 06:25:00";13,5
"2017-09-23 06:30:00";14,45
"2017-09-23 06:35:00";14,54
"2017-09-23 06:40:00";15,34
"2017-09-23 06:45:00";15,39
"2017-09-23 06:50:00";15,54
"2017-09-23 06:55:00";13,73
"2017-09-23 07:00:00";13,31
"2017-09-23 07:05:00";13,16
"2017-09-23 07:10:00";12,91
"2017-09-23 07:15:00";12,47
"2017-09-23 07:20:00";12,01
"2017-09-23 07:25:00";13,31
"2017-09-23 07:30:00";13,85
"2017-09-23 07:35:00";14,55
"2017-09-23 07:40:00";14,2
"2017-09-23 07:45:00";20,8
"2017-09-23 07:50:00";20,6
"2017-09-23 07:55:00";24,27
"2017-09-23 08:00:00";24,34
"2017-09-23 08:05:00";24,97
"2017-09-23 08:10:00";25,57
"2017-09-23 08:15:00";24,24
"2017-09-23 08:20:00";23,62
"2017-09-23 08:25:00";23,81
"2017-09-23 08:30:00";23,96
"2017-09-23 08:35:00";22,36
"2017-09-23 08:40:00";20,78
"2017-09-23 08:45:00";22,3
"2017-09-23 08:50:00";19,3
"2017-09-23 08:55:00";19,33
"2017-09-23 09:00:00";18,95
"2017-09-23 09:05:00";18,77
"2017-09-23 09:10:00";18,59
"2017-09-23 09:15:00";18,24
"2017-09-23 09:20:00";18,96
"2017-09-23 09:25:00";20,33
"2017-09-23 09:30:00";20,43
"2017-09-23 09:35:00";19,76
"2017-09-23 09:40:00";20,53
"2017-09-23 09:45:00";22,18
"2017-09-23 09:50:00";20,86
"2017-09-23 09:55:00";19,76
"2017-09-23 10:00:00";20,51
"2017-09-23 10:05:00";20,9
"2017-09-23 10:10:00";20,94
"2017-09-23 10:15:00";19,44
"2017-09-23 10:20:00";20,33
"2017-09-23 10:25:00";20,57
"2017-09-23 10:30:00";19,47
"2017-09-23 10:35:00";19,04
"2017-09-23 10:40:00";18,32
"2017-09-23 10:45:00";19,16
