"DateTime";"Load Consumption"
"2017-03-07 00:00:00";22,39
"2017-03-07 00:05:00";24,12
"2017-03-07 00:10:00";22,06
"2017-03-07 00:15:00";21,74
"2017-03-07 00:20:00";22,21
"2017-03-07 00:25:00";21,23
"2017-03-07 00:30:00";20,41
"2017-03-07 00:35:00";21,07
"2017-03-07 00:40:00";22,41
"2017-03-07 00:45:00";21,39
"2017-03-07 00:50:00";21,11
"2017-03-07 00:55:00";21,03
"2017-03-07 01:00:00";20,67
"2017-03-07 01:05:00";20,3
"2017-03-07 01:10:00";21,74
"2017-03-07 01:15:00";20,52
"2017-03-07 01:20:00";19,82
"2017-03-07 01:25:00";20,41
"2017-03-07 01:30:00";20,25
"2017-03-07 01:35:00";20,73
"2017-03-07 01:40:00";20,59
"2017-03-07 01:45:00";20,66
"2017-03-07 01:50:00";20,94
"2017-03-07 01:55:00";20,48
"2017-03-07 02:00:00";20,97
"2017-03-07 02:05:00";21,42
"2017-03-07 02:10:00";21,07
"2017-03-07 02:15:00";20,11
"2017-03-07 02:20:00";20,18
"2017-03-07 02:25:00";19,48
"2017-03-07 02:30:00";19,54
"2017-03-07 02:35:00";20,1
"2017-03-07 02:40:00";20,05
"2017-03-07 02:45:00";19,26
"2017-03-07 02:50:00";19,36
"2017-03-07 02:55:00";19,44
"2017-03-07 03:00:00";19,58
"2017-03-07 03:05:00";19,31
"2017-03-07 03:10:00";19,39
"2017-03-07 03:15:00";19,31
"2017-03-07 03:20:00";19,37
"2017-03-07 03:25:00";19,53
"2017-03-07 03:30:00";18,93
"2017-03-07 03:35:00";19,4
"2017-03-07 03:40:00";18,96
"2017-03-07 03:45:00";19,37
"2017-03-07 03:50:00";19,64
"2017-03-07 03:55:00";19,07
"2017-03-07 04:00:00";19,16
"2017-03-07 04:05:00";18,96
"2017-03-07 04:10:00";19,26
"2017-03-07 04:15:00";19,97
"2017-03-07 04:20:00";20,38
"2017-03-07 04:25:00";19,67
"2017-03-07 04:30:00";20,62
"2017-03-07 04:35:00";20,32
"2017-03-07 04:40:00";22,8
"2017-03-07 04:45:00";23,16
"2017-03-07 04:50:00";24,28
"2017-03-07 04:55:00";25,76
"2017-03-07 05:00:00";26,53
"2017-03-07 05:05:00";25,97
"2017-03-07 05:10:00";25,67
"2017-03-07 05:15:00";25,82
"2017-03-07 05:20:00";25,93
"2017-03-07 05:25:00";27,93
"2017-03-07 05:30:00";28,32
"2017-03-07 05:35:00";27,66
"2017-03-07 05:40:00";27,66
"2017-03-07 05:45:00";28,76
"2017-03-07 05:50:00";26,9
"2017-03-07 05:55:00";27,29
"2017-03-07 06:00:00";27,93
"2017-03-07 06:05:00";26,51
