DateTime;Load Consumption
27.12.2016 0:00;23,52
27.12.2016 0:05;23,8
27.12.2016 0:10;23,66
27.12.2016 0:15;23,12
27.12.2016 0:20;24,69
27.12.2016 0:25;23,32
27.12.2016 0:30;24,47
27.12.2016 0:35;23,95
27.12.2016 0:40;23,17
27.12.2016 0:45;23,8
27.12.2016 0:50;23,74
27.12.2016 0:55;23,19
27.12.2016 1:00;23
27.12.2016 1:05;23,96
27.12.2016 1:10;23,88
27.12.2016 1:15;24,32
27.12.2016 1:20;23,54
27.12.2016 1:25;23,24
27.12.2016 1:30;24,57
27.12.2016 1:35;23,52
27.12.2016 1:40;23,77
27.12.2016 1:45;23,53
27.12.2016 1:50;23,14
27.12.2016 1:55;23,15
27.12.2016 2:00;23,32
27.12.2016 2:05;21,79
27.12.2016 2:10;21,78
27.12.2016 2:15;21,62
27.12.2016 2:20;22,15
27.12.2016 2:25;22,66
27.12.2016 2:30;21,82
27.12.2016 2:35;21,89
27.12.2016 2:40;22,26
27.12.2016 2:45;21,84
27.12.2016 2:50;21,2
27.12.2016 2:55;20,72
27.12.2016 3:00;21,09
27.12.2016 3:05;20,78
27.12.2016 3:10;20,61
27.12.2016 3:15;20,22
27.12.2016 3:20;20,2
27.12.2016 3:25;21,24
27.12.2016 3:30;20,9
27.12.2016 3:35;20,56
27.12.2016 3:40;20,67
27.12.2016 3:45;20,75
27.12.2016 3:50;20,56
27.12.2016 3:55;21,52
27.12.2016 4:00;21,37
27.12.2016 4:05;21,2
27.12.2016 4:10;21,47
27.12.2016 4:15;22,41
27.12.2016 4:20;24,31
27.12.2016 4:25;24,05
27.12.2016 4:30;23,52
27.12.2016 4:35;24,89
27.12.2016 4:40;25,18
27.12.2016 4:45;26,19
27.12.2016 4:50;27,19
27.12.2016 4:55;26,63
27.12.2016 5:00;26,78
27.12.2016 5:05;26,7
27.12.2016 5:10;27,75
27.12.2016 5:15;28,22
27.12.2016 5:20;28,31
27.12.2016 5:25;29,99
27.12.2016 5:30;27,56
27.12.2016 5:35;27,16
27.12.2016 5:40;27,46
27.12.2016 5:45;27,69
27.12.2016 5:50;27,39
27.12.2016 5:55;27,7
27.12.2016 6:00;27,8
27.12.2016 6:05;26,89
27.12.2016 6:10;27,02
27.12.2016 6:15;27,22
27.12.2016 6:20;27,02
27.12.2016 6:25;27,73
27.12.2016 6:30;28,98
27.12.2016 6:35;29,14
27.12.2016 6:40;28,2
27.12.2016 6:45;27,72
27.12.2016 6:50;31,1
27.12.2016 6:55;29,29
27.12.2016 7:00;29,39
27.12.2016 7:05;30,05
27.12.2016 7:10;30,31
27.12.2016 7:15;30,52
27.12.2016 7:20;30,88
27.12.2016 7:25;29,95
27.12.2016 7:30;29,4
27.12.2016 7:35;29,53
27.12.2016 7:40;29,32
27.12.2016 7:45;27,97
27.12.2016 7:50;28,96
27.12.2016 7:55;29,59
27.12.2016 8:00;30,55
27.12.2016 8:05;31,09
27.12.2016 8:10;30,46
27.12.2016 8:15;30,23
27.12.2016 8:20;30,28
27.12.2016 8:25;31,15
27.12.2016 8:30;30,85
27.12.2016 8:35;30,8
27.12.2016 8:40;30,54
27.12.2016 8:45;30,84
27.12.2016 8:50;31,79
27.12.2016 8:55;30,78
27.12.2016 9:00;30,92
27.12.2016 9:05;31,01
27.12.2016 9:10;30,43
27.12.2016 9:15;31,45
27.12.2016 9:20;30,58
27.12.2016 9:25;31,61
27.12.2016 9:30;32,06
27.12.2016 9:35;30,89
27.12.2016 9:40;32,83
27.12.2016 9:45;32,39
27.12.2016 9:50;32,77
27.12.2016 9:55;31,85
27.12.2016 10:00;31,69
27.12.2016 10:05;33,05
27.12.2016 10:10;31,45
27.12.2016 10:15;31,76
27.12.2016 10:20;31,58
27.12.2016 10:25;31,1
27.12.2016 10:30;31,84
27.12.2016 10:35;33,64
27.12.2016 10:40;31,99
27.12.2016 10:45;32,92
27.12.2016 10:50;34,46
27.12.2016 10:55;34,44
27.12.2016 11:00;36,68
27.12.2016 11:05;35,8
27.12.2016 11:10;37,73
27.12.2016 11:15;34,99
27.12.2016 11:20;36,18
27.12.2016 11:25;32,34
27.12.2016 11:30;28,78
27.12.2016 11:35;28,55
27.12.2016 11:40;28,49
27.12.2016 11:45;28,33
27.12.2016 11:50;27,76
27.12.2016 11:55;26,76
27.12.2016 12:00;27,86
27.12.2016 12:05;28,63
27.12.2016 12:10;28,43
27.12.2016 12:15;30,73
27.12.2016 12:20;30,27
27.12.2016 12:25;30,65
27.12.2016 12:30;30,39
27.12.2016 12:35;28,71
27.12.2016 12:40;27,93
27.12.2016 12:45;30,25
27.12.2016 12:50;31,24
27.12.2016 12:55;33,76
27.12.2016 13:00;35,81
27.12.2016 13:05;36,42
27.12.2016 13:10;33,99
27.12.2016 13:15;35,36
27.12.2016 13:20;35,4
27.12.2016 13:25;36,58
27.12.2016 13:30;36,93
27.12.2016 13:35;38,23
27.12.2016 13:40;38,85
27.12.2016 13:45;36,95
27.12.2016 13:50;37,87
27.12.2016 13:55;38,58
27.12.2016 14:00;37,99
27.12.2016 14:05;33,37
27.12.2016 14:10;35,1
27.12.2016 14:15;36,47
27.12.2016 14:20;35,85
27.12.2016 14:25;36,15
27.12.2016 14:30;37,18
27.12.2016 14:35;36,64
27.12.2016 14:40;37,28
27.12.2016 14:45;35,8
27.12.2016 14:50;36,82
27.12.2016 14:55;34,67
27.12.2016 15:00;34,63
27.12.2016 15:05;34,45
27.12.2016 15:10;33,95
27.12.2016 15:15;33,68
27.12.2016 15:20;34,16
27.12.2016 15:25;34,53
27.12.2016 15:30;33,87
27.12.2016 15:35;36,65
27.12.2016 15:40;42,8
27.12.2016 15:45;43,47
27.12.2016 15:50;44,68
27.12.2016 15:55;46,14
27.12.2016 16:00;48,05
27.12.2016 16:05;46,82
27.12.2016 16:10;46,03
27.12.2016 16:15;45,54
27.12.2016 16:20;45,51
27.12.2016 16:25;46,05
27.12.2016 16:30;44,81
27.12.2016 16:35;45,25
27.12.2016 16:40;44,54
27.12.2016 16:45;44,77
27.12.2016 16:50;45,2
27.12.2016 16:55;41,07
27.12.2016 17:00;41,86
27.12.2016 17:05;42,23
27.12.2016 17:10;41,72
27.12.2016 17:15;40,89
27.12.2016 17:20;41,13
27.12.2016 17:25;41,72
27.12.2016 17:30;40,96
27.12.2016 17:35;40,62
27.12.2016 17:40;43,3
27.12.2016 17:45;44,31
27.12.2016 17:50;50,1
27.12.2016 17:55;52,24
27.12.2016 18:00;52,7
27.12.2016 18:05;51,91
27.12.2016 18:10;53,79
27.12.2016 18:15;51,48
27.12.2016 18:20;49,62
27.12.2016 18:25;50,9
27.12.2016 18:30;48,65
27.12.2016 18:35;46,66
27.12.2016 18:40;47,13
27.12.2016 18:45;47,25
27.12.2016 18:50;47,12
27.12.2016 18:55;45,15
27.12.2016 19:00;46,45
27.12.2016 19:05;47,45
